"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000145672","1.0","0000000488","FREN","This course will examine films created by women filmmakers since the Nouvelle Vague (late 1950s-present). Screenings of films from a variety of popular and ""high brow"" genres and accompanying critical readings will focus on a range of historical and contemporary questions, while also introducing theoretical approaches to film studies. Topics include: cinema and modernity; gender, race, sexuality, and social class; everyday life; culture and society; rural vs. urban experience; trauma. Students will develop their ability to critically analyze films, hone their French oral and written skills, and deepen their understanding of these issues through discussion, oral presentations, creative projects, analytical writing, and short readings. Taught in French. Prerequisite: minimum of one 250-level course.","7","","","","","Livi C. Yoshioka-Maxwell","","S","200","12","Top: Francophone Women Filmmakers","","273","{'day': 'Mo', 'end': '12:40', 'location': 'RNS 426', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 426', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 426', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 426', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 426', 'start': '10:40'};{'day': 'Mo', 'end': '15:30', 'location': 'TOH 112', 'start': '13:30'};{'day': 'Tu', 'end': '15:30', 'location': 'TOH 112', 'start': '13:30'};{'day': 'We', 'end': '15:30', 'location': 'TOH 112', 'start': '13:30'};{'day': 'Th', 'end': '15:30', 'location': 'TOH 112', 'start': '13:30'};{'day': 'Fr', 'end': '15:30', 'location': 'TOH 112', 'start': '13:30'}","False","minimum of one 250-level course.","","2","","","O","20212","Period Studies","Topic","2021"
"0000145673","1.0","0000000039","ART","This course provides a strong foundation in the array of copper plate processes of etching, aquatint, lift ground, soft ground, and polymer plate printmaking processes as well as in painterly monoprinting techniques. Students address personal sources of ideas, experimentation, drawing skills, and compositional concerns and draw upon examples of master printmakers to discuss how images reflect culture. Critical thinking skills are necessary in discussion and critiques. Materials fee. Offered annually. Also counts toward management studies concentration. Prerequisite: ART 102.","10","","","","","John Saurer","","S","200","10","Printmaking:Intaglio and Monoprints","The materials fee for Art 227 is $125.","227","{'day': 'Mo', 'end': '12:00', 'location': 'CAD 212', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'CAD 212', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'CAD 212', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'CAD 212', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'CAD 212', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'CAD 212', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 212', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 212', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 212', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 212', 'start': '13:00'}","False","ART 102.","","2","","","C","20212","Printmaking: Intaglio and Monoprints","Research","2021"
"0000145674","1.0","0000000866","MUSIC","","1","","","","","JC Sanford","","S","300","0","IR/Jazz Arranging and Composition","","398","","False","False","A","2","","","C","20212","Independent Research","Research","2021"
"0000145675","1.0","0000000465","ENVST","","1","","","","","Jenna M. Coughlin","","S","200","0","IS/Municipal Productive Greening","","298","","False","False","B","2","","","C","20212","Independent Study","Research","2021"
"0000145699","1.0","0000000920","NEURO","","1","","","","","Shelly D. Dickinson","","S","300","0","IR/Alcohol DRcurve Manuscript","","398","","False","False","A","2","","","C","20212","Independent Research","Research","2021"
"0000145706","1.0","0000001139","PSCI","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","1","","","","","Anthony Lott","","S","200","0","Academic Internship","","294","","True","False","A","2","","","C","20212","","Research","2021"
"0000145707","1.0","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","2","","","","","Kevin M. Crisp","","S","200","0","Academic Internship","","294","","True","False","D","2","","","C","20212","","Research","2021"
"0000145745","1.0","0000000937","NORW","","1","","","","","Tanya L. Thresher","","S","300","0","IR/Indigeneity & Polar Exploration","","398","","False","False","A","2","","","C","20212","Independent Research","Research","2021"
"0000145749","1.0","0000001178","PSYCH","","1","","","","","Shelly D. Dickinson","","S","200","0","Academic Internship","","294","","True","False","C","2","","","C","20212","","Research","2021"
"0000145751","1.0","0000034660","ART","What is a museum? Is it an impartial space to display and store valued objects that objectively reflect culture, or is it a more complicated organization that evolves and responds to the emerging needs and challenges of individuals and communities? In this course, students explore these questions, consider how museums can be understood as systems of power, and become acquainted with the various roles people play within them. Specific topic varies by instructor. May be repeated if topics differ. Offered alternate years.","22","","","","","Hannah Ryan","","S","200","20","Top: Museum Controversies","","282","","False","False","","2","","","C","20212","Topics in Museum Studies","Topic","2021"
"0000145768","1.0","0000028963","BIO","Students study topics in biology. Topics vary from year to year at the discretion of the department. Class work depends on the topics and instructor, but is consistent with the amount and level of work in other 200-level biology courses. May be repeated if topics are different. Counts as an elective toward biology major. May count toward other majors or concentrations if approved by the chair of that major/concentration. Offered periodically. Prerequisites: vary.","11","","","","","Sara E. Fruehling","","S","200","24","Top: Going Viral: Study of Viruses","","292","","False","Prerequisites: vary.","B","2","","","O","20212","Topics in Biology","Topic","2021"
"0000145769","1.0","0000000465","ENVST","","1","","","","","Seth Binder","","S","200","999","IS/Sustainability in the NPS","","298","","False","False","C","2","","","O","20212","Independent Study","Research","2021"
"0000145772","1.0","0000001316","SOAN","","1","","","","","Thomas A. Williamson","","S","200","0","IS/Anthropology of Marketing","","298","","False","False","A","2","","","C","20212","Independent Study","Research","2021"
"0000145779","1.0","0000000784","MGMT","","1","","","","","Jerry K. Lee","","S","200","0","Academic Internship","","294","","True","False","A","2","","","C","20212","","Research","2021"
"0000145780","1.0","0000000847","MUSIC","","1","","","","","Kathryn Ananda-Owens","","S","200","0","IS/Piano Literature & Pedagogy","","298","","False","False","B","2","","","C","20212","Independent Study","Research","2021"
"0000145781","1.0","0000000866","MUSIC","","1","","","","","Therees Hibbard","","S","300","0","IR/Culturally-Responsive Pedagogy","","398","","False","False","B","2","","","C","20212","Independent Research","Research","2021"
"0000145784","1.0","0000027333","RACE","","2","","","","","Nancy M. Thompson","","S","300","0","IR/RACE Senior Capstone","","398","","False","False","A","2","","","C","20212","Independent Research","Research","2021"
"0000145788","1.0","0000000866","MUSIC","","1","","","","","David R. Castro","","S","300","0","IR/Phasing and Beat-Class Set Theor","","398","","False","False","C","2","","","C","20212","Independent Research","Research","2021"
"0000145796","1.0","0000000847","MUSIC","","1","","","","","Scott Anderson","","S","200","0","IS/Clarinet Pedagogy and Literature","","298","","False","False","C","2","","","C","20212","Independent Study","Research","2021"
"0000145797","1.0","0000001342","SPAN","","1","","","","","Kris A. Cropsey","","S","200","0","IS/Basque Identity, Culture, Memory","","298","","False","False","B","2","","","C","20212","Independent Study","Research","2021"
