"clbid","credits","crsid","department","description","enrolled","firstyear","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000009213","1.0","0000000159","BIO","","8","","","Robert Rutherford","","S","300","12","Molecular Biology","","364","{'day': 'Tu', 'end': '11:00', 'location': 'SC 274', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 274', 'start': '09:30'};{'day': 'Th', 'end': '16:20', 'location': 'SC 211', 'start': '13:20'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009214","1.0","0000000164","BIO","","6","","","Eric Cole","","S","300","15","Developmental Biology","","372","{'day': 'Mo', 'end': '10:00', 'location': 'SC 274', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 274', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 274', 'start': '09:05'};{'day': 'Tu', 'end': '16:20', 'location': 'SC 229', 'start': '13:20'}","False","False","","3","","","O","20043","","Research","2004"
"0000009215","1.0","0000000171","BIO","","14","","","James Dickson Jr.;Louis Henry Kermott","","S","300","18","Animal Behavior","","386","{'day': 'Tu', 'end': '11:00', 'location': 'SC 278', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 278', 'start': '09:30'};{'day': 'Tu', 'end': '16:20', 'location': 'SC 253', 'start': '13:20'}","False","False","","3","","","O","20043","","Research","2004"
"0000009216","1.0","0000000174","BIO","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009217","1.0","0000000175","BIO","","3","","","Eugene Bakko","","S","300","999","IR/Wildlife Research","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009218","1.0","0000000175","BIO","","1","","","Jean C. Porterfield","","S","300","999","IR/Fish Introgression","","398","","False","False","A","3","","","O","20043","","Research","2004"
"0000009219","1.0","0000000175","BIO","","1","","","Robert Rutherford","","S","300","999","IR/Genetic Ed Res","","398","","False","False","B","3","","","O","20043","","Research","2004"
"0000009220","1.0","0000000175","BIO","","1","","","Louis Henry Kermott","","S","300","999","IR/Wren Ethology","","398","","False","False","C","3","","","O","20043","","Research","2004"
"0000009221","1.0","0000000175","BIO","","1","","","Eric Cole","","S","300","999","IR/Tetrahymena","","398","","False","False","D","3","","","O","20043","","Research","2004"
"0000009222","1.0","0000000177","AMCON","","23","","","Mary Titus","","S","100","24","Dem Vistas: 1800-1900","","102","{'day': 'Mo', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009223","1.0","0000000177","AMCON","","23","","","Eric J. Fure-Slocum","","S","100","24","Dem Vistas: 1800-1900","","102","{'day': 'Mo', 'end': '14:55', 'location': 'RML 577', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RML 577', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RML 577', 'start': '14:00'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009224","1.0","0000000179","AMCON","","10","","","Matthew Rohn","","S","200","24","Pur/Happiness: 1920-00","","202","{'day': 'Mo', 'end': '13:50', 'location': 'CAD 204', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CAD 204', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CAD 204', 'start': '12:55'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009225","1.0","0000000179","AMCON","","12","","","William A. Gorton","","S","200","24","Pur/Happiness: 1920-00","","202","{'day': 'Mo', 'end': '13:50', 'location': 'CAD 204', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CAD 204', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CAD 204', 'start': '12:55'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009226","1.0","0000000180","CHEM","","61","","","Douglas J. Beussman","","S","100","60","Forensic Science","","106","{'day': 'Mo', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'}","False","False","","3","","","C","20043","","Research","2004"
"0000009227","1.0","0000000181","CHEM","","27","","","Douglas J. Beussman","","S","100","27","Forensic Sci With Lab","","107","{'day': 'Mo', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'};{'day': 'Mo', 'end': '17:00', 'location': 'SC 371', 'start': '14:00'}","False","False","","3","","","C","20043","","Lab","2004"
"0000009228","1.0","0000000182","CHEM","","25","","","Greg W. Muth","","S","100","26","Chemistry & the World","","111","{'day': 'Tu', 'end': '11:00', 'location': 'SC 378', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 378', 'start': '09:30'};{'day': 'We', 'end': '17:00', 'location': 'SC 371', 'start': '14:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009229","1.0","0000000194","CHEM","","49","","","Patrick N. Riley","","S","100","60","Chemical Reactions","","126","{'day': 'Mo', 'end': '08:55', 'location': 'SC 378', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 378', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 378', 'start': '08:00'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009230","0.0","0000000195","CHEM","","0","","","Patrick N. Riley","","S","100","28","Chem Reactions/Lab","","126","{'day': 'Mo', 'end': '17:00', 'location': 'SC 374/363', 'start': '14:00'}","False","False","A","3","","","C","20043","","Lab","2004"
"0000009231","1.0","0000000194","CHEM","","52","","","Robert Hanson","","S","100","60","Chemical Reactions","","126","{'day': 'Mo', 'end': '10:00', 'location': 'SC 378', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 378', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 378', 'start': '09:05'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009232","0.0","0000000195","CHEM","","0","","","Beth Abdella","","S","100","28","Chem Reactions/Lab","","126","{'day': 'Tu', 'end': '11:00', 'location': 'SC 374/363', 'start': '08:00'}","False","False","B","3","","","C","20043","","Lab","2004"
"0000009233","1.0","0000000194","CHEM","","53","","","Anthony T. Watson","","S","100","55","Chemical Reactions","","126","{'day': 'Mo', 'end': '11:40', 'location': 'SC 378', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 378', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 378', 'start': '10:45'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009234","0.0","0000000195","CHEM","","0","","","Anthony T. Watson","","S","100","28","Chem Reactions/Lab","","126","{'day': 'Tu', 'end': '14:45', 'location': 'SC 374/363', 'start': '11:45'}","False","False","C","3","","","C","20043","","Lab","2004"
"0000009235","1.0","0000000194","CHEM","","46","","","Anthony T. Watson","","S","100","55","Chemical Reactions","","126","{'day': 'Mo', 'end': '12:45', 'location': 'SC 378', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 378', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 378', 'start': '11:50'}","False","False","D","3","","","C","20043","","Research","2004"
"0000009236","0.0","0000000195","CHEM","","0","","","Robert Hanson","","S","100","28","Chem Reactions/Lab","","126","{'day': 'Tu', 'end': '18:00', 'location': 'SC 374/363', 'start': '15:00'}","False","False","D","3","","","C","20043","","Lab","2004"
"0000009237","0.0","0000000195","CHEM","","0","","","Anthony T. Watson","","S","100","28","Chem Reactions/Lab","","126","{'day': 'We', 'end': '17:00', 'location': 'SC 374/363', 'start': '14:00'}","False","False","E","3","","","C","20043","","Lab","2004"
"0000009238","0.0","0000000195","CHEM","","0","","","Jeff J. Schwinefus","","S","100","28","Chem Reactions/Lab","","126","{'day': 'Th', 'end': '11:00', 'location': 'SC 374/363', 'start': '08:00'}","False","False","F","3","","","C","20043","","Lab","2004"
"0000009239","0.0","0000000195","CHEM","","0","","","Beth Abdella","","S","100","28","Chem Reactions/Lab","","126","{'day': 'Th', 'end': '15:50', 'location': 'SC 374/371', 'start': '12:50'}","False","False","G","3","","","C","20043","","Lab","2004"
"0000009240","0.0","0000000195","CHEM","","0","","","Anthony T. Watson","","S","100","28","Chem Reactions/Lab","","126","{'day': 'Th', 'end': '18:00', 'location': 'SC 374/363', 'start': '15:00'}","False","False","H","3","","","O","20043","","Lab","2004"
"0000009241","1.0","0000000197","CHEM","","44","","","Gary O. Spessard","","S","200","50","Organic Chemistry","","248","{'day': 'Mo', 'end': '08:55', 'location': 'HH 501', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'HH 501', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'HH 501', 'start': '08:00'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009242","1.0","0000000197","CHEM","","59","","","Wesley Pearson","","S","200","50","Organic Chemistry","","248","{'day': 'Mo', 'end': '10:00', 'location': 'SC 282', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 282', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 282', 'start': '09:05'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009243","0.25","0000000200","CHEM","","23","","","Gary O. Spessard","","S","200","20","Synthesis Lab","","254","{'day': 'Mo', 'end': '17:00', 'location': 'SC 378/311', 'start': '14:00'}","True","False","A","3","","","C","20043","","Lab","2004"
"0000009244","0.25","0000000200","CHEM","","15","","","Wesley Pearson","","S","200","16","Synthesis Lab","","254","{'day': 'Tu', 'end': '11:00', 'location': 'SC 378/311', 'start': '08:00'}","True","False","B","3","","","C","20043","","Lab","2004"
"0000009245","0.25","0000000200","CHEM","","23","","","Gary O. Spessard","","S","200","16","Synthesis Lab","","254","{'day': 'Tu', 'end': '16:20', 'location': 'SC 378/311', 'start': '13:20'}","True","False","C","3","","","C","20043","","Lab","2004"
"0000009246","0.25","0000000200","CHEM","","22","","","Gary O. Spessard","","S","200","20","Synthesis Lab","","254","{'day': 'We', 'end': '17:00', 'location': 'SC 378/311', 'start': '14:00'}","True","False","D","3","","","C","20043","","Lab","2004"
"0000009247","0.25","0000000200","CHEM","","16","","","Wesley Pearson","","S","200","16","Synthesis Lab","","254","{'day': 'Th', 'end': '11:00', 'location': 'SC 378/311', 'start': '08:00'}","True","False","E","3","","","C","20043","","Lab","2004"
"0000009248","1.0","0000000201","CHEM","","32","","","Douglas J. Beussman","","S","200","32","Analytical Chem","","255","{'day': 'Tu', 'end': '11:00', 'location': 'SC 282', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 282', 'start': '09:30'}","False","False","","3","","","C","20043","","Research","2004"
"0000009249","0.25","0000000202","CHEM","","16","","","Mary Walczak","","S","200","10","Analytical Lab","","256","{'day': 'Tu', 'end': '17:20', 'location': 'SC 321', 'start': '13:20'}","True","False","A","3","","","C","20043","","Lab","2004"
"0000009250","0.25","0000000202","CHEM","","16","","","Mary Walczak","","S","200","16","Analytical Lab","","256","{'day': 'We', 'end': '17:00', 'location': 'SC 321', 'start': '13:00'}","True","False","B","3","","","C","20043","","Lab","2004"
"0000009251","1.0","0000000204","CHEM","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009252","1.0","0000000205","CHEM","","0","","","Staff","","S","200","999","IS/","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009253","0.25","0000000206","CHEM","","12","","","Jeff J. Schwinefus","","S","300","12","Physical Lab","","357","{'day': 'Tu', 'end': '17:20', 'location': 'SC 329', 'start': '13:20'}","True","False","A","3","","","C","20043","","Lab","2004"
"0000009254","0.25","0000000206","CHEM","","10","","","Jeff J. Schwinefus","","S","300","12","Physical Lab","","357","{'day': 'We', 'end': '17:00', 'location': 'SC 329', 'start': '13:00'}","True","False","B","3","","","O","20043","","Lab","2004"
"0000009255","1.0","0000000207","CHEM","","20","","","Jeff J. Schwinefus","","S","300","34","Physical Chemistry","","371","{'day': 'Mo', 'end': '10:00', 'location': 'SC 374', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 374', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 374', 'start': '09:05'}","False","False","","3","","","O","20043","","Research","2004"
"0000009256","0.25","0000000209","CHEM","","6","","","Greg W. Muth","","S","300","8","Experimental Biochem","","373","","True","False","","3","","","C","20043","","Lab","2004"
"0000009257","0.25","0000000211","CHEM","","1","","","Mary Walczak","","S","300","5","Advanced Lab","","375","","True","False","","3","","","O","20043","","Lab","2004"
"0000009258","1.0","0000000214","CHEM","","30","","","Beth Abdella","","S","300","34","Biochemistry I","","379","{'day': 'Mo', 'end': '12:45', 'location': 'SC 274', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 274', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 274', 'start': '11:50'}","False","False","","3","","","O","20043","","Research","2004"
"0000009259","1.0","0000000218","CHEM","","9","","","Greg W. Muth","","S","300","34","Biochemistry II","","385","{'day': 'Mo', 'end': '11:40', 'location': 'SC 374', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 374', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 374', 'start': '10:45'}","False","False","","3","","","O","20043","","Research","2004"
"0000009260","1.0","0000000219","CHEM","","8","","","Patrick N. Riley","","S","300","35","Adv Inorganic Chem","","386","{'day': 'Mo', 'end': '12:45', 'location': 'SC 374', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 374', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 374', 'start': '11:50'}","False","False","","3","","","O","20043","","Research","2004"
"0000009261","1.0","0000000220","CHEM","","3","","","Gary O. Spessard","","S","300","10","Adv Organic Chemistry","","388","{'day': 'Tu', 'end': '11:00', 'location': 'SC 374', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 374', 'start': '09:30'}","False","False","","3","","","O","20043","","Research","2004"
"0000009262","1.0","0000000221","CHEM","","5","","","Paul T. Jackson","","S","300","12","Top: Analyt Env Chem","","391","{'day': 'Tu', 'end': '09:25', 'location': 'SC 310', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'SC 310', 'start': '08:00'}","False","False","","3","","","O","20043","","Topic","2004"
"0000009263","1.0","0000000222","CHEM","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009264","1.0","0000000223","CHEM","","1","","","Paul T. Jackson","","S","300","999","IR/Steroid Research","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009265","1.0","0000000223","CHEM","","1","","","Douglas J. Beussman","","S","300","999","IR/Lcms Protein Res","","398","","False","False","A","3","","","O","20043","","Research","2004"
"0000009266","1.0","0000000223","CHEM","","1","","","Douglas J. Beussman","","S","300","999","IR/Forensic Sci Res 2","","398","","False","False","B","3","","","O","20043","","Research","2004"
"0000009267","1.0","0000000223","CHEM","","1","","","Douglas J. Beussman","","S","300","999","IR/Bioanalytical Chem","","398","","False","False","C","3","","","O","20043","","Research","2004"
"0000009268","0.25","0000000224","BMOLS","","26","","","Beth Abdella","","S","200","40","Expl Biomolecular Sci","","201","{'day': 'Th', 'end': '21:00', 'location': 'SC 129', 'start': '19:00'}","True","False","","3","","","C","20043","","Research","2004"
"0000009269","1.0","0000000231","CLASS","","29","","","Paul P. Moran","","S","200","30","Golden Age of Rome-Tr","","244","{'day': 'Tu', 'end': '13:10', 'location': 'OM 031', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 031', 'start': '12:45'}","False","False","","3","","","C","20043","","Research","2004"
"0000009270","1.0","0000000233","CLASS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009271","1.0","0000000234","CLASS","","0","","","Staff","","S","200","999","IS/","","298","","False","False","","3","","","O","20043","","Research","2004"
